id,created_at,sim_step,sim_time,direction,waiting_time,queue_length,mean_speed,vehicle_count,throughput,congestion_score,tl_state
37665,2026-06-17 06:21:08,94220,94220.0,north,90.935,20,1.421,8,6370,100.0,Errr
37664,2026-06-17 06:21:08,94210,94210.0,west,89.489,20,1.325,12,6860,97.45,Errr
37663,2026-06-17 06:21:08,94210,94210.0,east,0.749,1,0.357,25,9820,5.2,Errr
37662,2026-06-17 06:21:08,94210,94210.0,south,54.731,20,0.981,15,7360,82.29,Errr
37661,2026-06-17 06:21:08,94210,94210.0,north,90.429,20,0.051,8,6370,100.0,Errr
37660,2026-06-17 06:21:08,94200,94200.0,west,90.279,20,0.781,12,6860,100.0,Errr
37659,2026-06-17 06:21:08,94200,94200.0,east,0.0,0,10.773,25,9820,0.0,Errr
37658,2026-06-17 06:21:08,94200,94200.0,south,46.738,20,0.273,15,7360,82.06,Errr
37657,2026-06-17 06:21:08,94200,94200.0,north,90.653,20,1.06,8,6370,99.18,Errr
37656,2026-06-17 06:21:08,94190,94190.0,west,89.661,20,1.372,12,6860,96.87,Errr
37655,2026-06-17 06:21:08,94190,94190.0,east,0.755,0,11.643,25,9820,2.86,Errr
37654,2026-06-17 06:21:08,94190,94190.0,south,38.745,20,0.007,15,7360,79.34,Errr
37653,2026-06-17 06:21:08,94190,94190.0,north,89.129,20,1.388,8,6370,100.0,Errr
37652,2026-06-17 06:21:08,94180,94180.0,west,90.848,20,0.702,12,6860,98.31,Errr
37651,2026-06-17 06:21:08,94180,94180.0,east,0.0,0,9.094,25,9820,2.72,Errr
37650,2026-06-17 06:21:08,94180,94180.0,south,31.651,20,0.496,15,7360,75.44,Errr
37649,2026-06-17 06:21:08,94180,94180.0,north,90.03,20,0.2,8,6370,98.61,Errr
37648,2026-06-17 06:21:08,94170,94170.0,west,82.282,20,0.099,12,6860,98.42,Errr
37647,2026-06-17 06:21:08,94170,94170.0,east,25.178,4,9.694,25,9816,24.3,Errr
37646,2026-06-17 06:21:08,94170,94170.0,south,23.344,15,0.416,15,7360,58.12,Errr
37645,2026-06-17 06:21:08,94170,94170.0,north,89.088,20,1.144,8,6370,100.0,Errr
37644,2026-06-17 06:21:08,94160,94160.0,west,75.816,20,0.497,12,6860,92.29,Errr
37643,2026-06-17 06:21:08,94160,94160.0,east,66.022,14,9.075,25,9806,70.68,Errr
37642,2026-06-17 06:21:08,94160,94160.0,south,16.042,10,1.208,15,7360,35.34,Errr
37641,2026-06-17 06:21:08,94160,94160.0,north,81.288,18,0.425,8,6370,87.14,Errr
37640,2026-06-17 06:21:08,94150,94150.0,west,67.254,20,0.564,12,6860,87.72,Srrr
37639,2026-06-17 06:21:08,94150,94150.0,east,90.32,20,1.148,25,9800,100.0,Srrr
37638,2026-06-17 06:21:08,94150,94150.0,south,6.649,5,0.285,15,7360,19.09,Srrr
37637,2026-06-17 06:21:08,94150,94150.0,north,73.01,15,1.113,8,6370,77.02,Srrr
37636,2026-06-17 06:21:08,94140,94140.0,west,58.911,20,1.128,12,6860,88.79,Srrr
37635,2026-06-17 06:21:08,94140,94140.0,east,90.912,20,1.265,25,9800,100.0,Srrr
37634,2026-06-17 06:21:08,94140,94140.0,south,0.587,0,10.851,15,7360,0.0,Srrr
37633,2026-06-17 06:21:08,94140,94140.0,north,66.658,12,1.454,8,6370,67.47,Srrr
37632,2026-06-17 06:21:08,94130,94130.0,west,52.023,20,0.662,12,6860,80.15,Srrr
37631,2026-06-17 06:21:08,94130,94130.0,east,90.592,20,1.046,25,9800,98.45,Srrr
37630,2026-06-17 06:21:08,94130,94130.0,south,0.0,0,10.644,15,7360,0.0,Srrr
37629,2026-06-17 06:21:08,94130,94130.0,north,58.944,10,0.364,8,6370,56.05,Srrr
37628,2026-06-17 06:21:08,94120,94120.0,west,42.55,20,0.891,12,6860,78.51,Srrr
37627,2026-06-17 06:21:08,94120,94120.0,east,81.746,20,0.378,25,9800,93.43,Srrr
37626,2026-06-17 06:21:08,94120,94120.0,south,33.758,1,11.423,15,7359,20.2,Srrr
37625,2026-06-17 06:21:08,94120,94120.0,north,50.451,7,0.818,8,6370,41.35,Srrr
37624,2026-06-17 06:21:08,94110,94110.0,west,35.475,18,1.016,12,6860,66.83,Srrr
37623,2026-06-17 06:21:08,94110,94110.0,east,75.203,20,0.662,25,9800,95.34,Srrr
37622,2026-06-17 06:21:08,94110,94110.0,south,73.899,14,10.547,15,7349,75.0,Srrr
37621,2026-06-17 06:21:08,94110,94110.0,north,41.364,4,0.584,8,6370,32.54,Srrr
37620,2026-06-17 06:21:08,94100,94100.0,west,27.705,14,0.024,12,6860,55.29,Nrrr
37619,2026-06-17 06:21:08,94100,94100.0,east,67.29,20,0.612,25,9800,89.49,Nrrr
37618,2026-06-17 06:21:08,94100,94100.0,south,90.622,20,0.022,15,7345,99.44,Nrrr
37617,2026-06-17 06:21:08,94100,94100.0,north,34.21,2,1.123,8,6370,21.33,Nrrr
37616,2026-06-17 06:21:08,94090,94090.0,west,19.99,10,0.916,12,6860,40.74,Nrrr
37615,2026-06-17 06:21:08,94090,94090.0,east,58.828,20,1.35,25,9800,87.37,Nrrr
37614,2026-06-17 06:21:08,94090,94090.0,south,89.667,20,1.144,15,7345,100.0,Nrrr
37613,2026-06-17 06:21:08,94090,94090.0,north,41.692,1,12.69,8,6369,23.86,Nrrr
37612,2026-06-17 06:21:08,94080,94080.0,west,11.672,6,0.103,12,6860,25.4,Nrrr
37611,2026-06-17 06:21:08,94080,94080.0,east,50.75,20,1.106,25,9800,80.16,Nrrr
37610,2026-06-17 06:21:08,94080,94080.0,south,89.777,20,0.705,15,7345,100.0,Nrrr
37609,2026-06-17 06:21:08,94080,94080.0,north,82.872,16,10.018,8,6359,82.29,Nrrr
37608,2026-06-17 06:21:08,94070,94070.0,west,2.836,2,0.629,12,6860,5.78,Wrrr
37607,2026-06-17 06:21:08,94070,94070.0,east,42.07,20,0.352,25,9800,80.85,Wrrr
37606,2026-06-17 06:21:08,94070,94070.0,south,90.58,20,0.294,15,7345,97.49,Wrrr
37605,2026-06-17 06:21:08,94070,94070.0,north,89.89,20,0.22,8,6357,98.58,Wrrr
37604,2026-06-17 06:21:08,94060,94060.0,west,0.058,0,11.327,12,6860,0.0,Wrrr
37603,2026-06-17 06:21:08,94060,94060.0,east,34.313,20,1.128,25,9800,77.77,Wrrr
37602,2026-06-17 06:21:08,94060,94060.0,south,89.417,20,0.281,15,7345,98.22,Wrrr
37601,2026-06-17 06:21:08,94060,94060.0,north,89.77,20,1.346,8,6357,98.39,Wrrr
37600,2026-06-17 06:21:08,94050,94050.0,west,9.866,0,8.096,12,6860,2.63,Wrrr
37599,2026-06-17 06:21:08,94050,94050.0,east,27.264,20,0.218,25,9800,70.71,Wrrr
37598,2026-06-17 06:21:08,94050,94050.0,south,79.99,20,0.307,15,7345,95.99,Wrrr
37597,2026-06-17 06:21:08,94050,94050.0,north,89.186,20,0.619,8,6357,99.4,Wrrr
37596,2026-06-17 06:21:08,94040,94040.0,west,50.636,5,12.833,12,6856,40.34,Wrrr
37595,2026-06-17 06:21:08,94040,94040.0,east,17.879,20,0.48,25,9800,67.11,Wrrr
37594,2026-06-17 06:21:08,94040,94040.0,south,72.468,20,0.101,15,7345,95.0,Wrrr
37593,2026-06-17 06:21:08,94040,94040.0,north,90.943,20,0.444,8,6357,99.55,Wrrr
37592,2026-06-17 06:21:08,94030,94030.0,west,89.481,20,0.287,12,6846,100.0,Errr
37591,2026-06-17 06:21:08,94030,94030.0,east,10.106,11,0.628,25,9800,35.69,Errr
37590,2026-06-17 06:21:08,94030,94030.0,south,65.591,20,1.107,15,7345,89.7,Errr
37589,2026-06-17 06:21:08,94030,94030.0,north,89.853,20,0.426,8,6357,100.0,Errr
37588,2026-06-17 06:21:08,94020,94020.0,west,90.685,20,0.909,12,6846,97.06,Errr
37587,2026-06-17 06:21:08,94020,94020.0,east,2.756,3,0.911,25,9800,10.19,Errr
37586,2026-06-17 06:21:08,94020,94020.0,south,57.691,20,0.009,15,7345,87.82,Errr
37585,2026-06-17 06:21:08,94020,94020.0,north,90.98,20,0.393,8,6357,100.0,Errr
37584,2026-06-17 06:21:08,94010,94010.0,west,90.005,20,0.978,12,6846,100.0,Errr
37583,2026-06-17 06:21:08,94010,94010.0,east,0.457,0,9.494,25,9800,0.0,Errr
37582,2026-06-17 06:21:08,94010,94010.0,south,48.252,20,0.747,15,7345,81.32,Errr
37581,2026-06-17 06:21:08,94010,94010.0,north,89.219,20,0.258,8,6357,97.2,Errr
37580,2026-06-17 06:21:08,94000,94000.0,west,90.759,20,0.472,12,6846,100.0,Errr
37579,2026-06-17 06:21:08,94000,94000.0,east,0.0,0,11.445,25,9800,0.24,Errr
37578,2026-06-17 06:21:08,94000,94000.0,south,40.632,20,1.258,15,7345,76.93,Errr
37577,2026-06-17 06:21:08,94000,94000.0,north,90.83,20,0.335,8,6357,98.83,Errr
37576,2026-06-17 06:21:08,93990,93990.0,west,89.816,20,0.969,12,6846,100.0,Errr
37575,2026-06-17 06:21:08,93990,93990.0,east,0.0,0,11.073,25,9800,0.74,Errr
37574,2026-06-17 06:21:08,93990,93990.0,south,32.193,20,0.026,15,7345,73.96,Errr
37573,2026-06-17 06:21:08,93990,93990.0,north,90.973,20,0.146,8,6357,97.38,Errr
37572,2026-06-17 06:21:08,93980,93980.0,west,84.659,20,0.877,12,6846,95.38,Errr
37571,2026-06-17 06:21:08,93980,93980.0,east,17.523,2,12.614,25,9798,12.15,Errr
37570,2026-06-17 06:21:08,93980,93980.0,south,24.435,16,0.564,15,7345,57.25,Errr
37569,2026-06-17 06:21:08,93980,93980.0,north,90.134,20,1.21,8,6357,100.0,Errr
37568,2026-06-17 06:21:08,93970,93970.0,west,76.132,20,1.187,12,6846,94.38,Errr
37567,2026-06-17 06:21:08,93970,93970.0,east,57.173,12,8.74,25,9788,63.59,Errr
37566,2026-06-17 06:21:08,93970,93970.0,south,17.186,11,1.196,15,7345,41.87,Errr
37565,2026-06-17 06:21:08,93970,93970.0,north,84.585,18,0.035,8,6357,92.7,Errr
37564,2026-06-17 06:21:08,93960,93960.0,west,68.164,20,0.584,12,6846,92.16,Srrr
37563,2026-06-17 06:21:08,93960,93960.0,east,90.742,20,0.962,25,9780,97.21,Srrr
37562,2026-06-17 06:21:08,93960,93960.0,south,9.796,6,0.934,15,7345,19.69,Srrr
37561,2026-06-17 06:21:08,93960,93960.0,north,76.576,16,0.536,8,6357,80.64,Srrr
37560,2026-06-17 06:21:08,93950,93950.0,west,59.857,20,1.192,12,6846,84.52,Srrr
37559,2026-06-17 06:21:08,93950,93950.0,east,89.584,20,0.752,25,9780,97.47,Srrr
37558,2026-06-17 06:21:08,93950,93950.0,south,0.882,1,0.78,15,7345,4.37,Srrr
37557,2026-06-17 06:21:08,93950,93950.0,north,67.61,13,1.14,8,6357,68.73,Srrr
37556,2026-06-17 06:21:08,93940,93940.0,west,53.048,20,1.062,12,6846,81.44,Srrr
37555,2026-06-17 06:21:08,93940,93940.0,east,90.633,20,0.877,25,9780,98.76,Srrr
37554,2026-06-17 06:21:08,93940,93940.0,south,0.264,0,9.975,15,7345,0.0,Srrr
37553,2026-06-17 06:21:08,93940,93940.0,north,58.798,10,0.004,8,6357,56.46,Srrr
37552,2026-06-17 06:21:08,93930,93930.0,west,44.938,20,1.385,12,6846,82.36,Srrr
37551,2026-06-17 06:21:08,93930,93930.0,east,83.003,20,0.078,25,9780,95.19,Srrr
37550,2026-06-17 06:21:08,93930,93930.0,south,25.868,0,11.885,15,7345,11.15,Srrr
37549,2026-06-17 06:21:08,93930,93930.0,north,52.454,7,0.506,8,6357,46.12,Srrr
37548,2026-06-17 06:21:08,93920,93920.0,west,35.993,19,1.262,12,6846,73.36,Srrr
37547,2026-06-17 06:21:08,93920,93920.0,east,76.436,20,0.01,25,9780,92.15,Srrr
37546,2026-06-17 06:21:08,93920,93920.0,south,66.257,12,12.359,15,7336,62.77,Srrr
37545,2026-06-17 06:21:08,93920,93920.0,north,42.883,5,0.166,8,6357,35.53,Srrr
37544,2026-06-17 06:21:08,93910,93910.0,west,29.104,15,0.421,12,6846,58.36,Nrrr
37543,2026-06-17 06:21:08,93910,93910.0,east,67.371,20,0.787,25,9780,91.13,Nrrr
37542,2026-06-17 06:21:08,93910,93910.0,south,89.167,20,1.114,15,7330,97.87,Nrrr
37541,2026-06-17 06:21:08,93910,93910.0,north,34.603,2,0.882,8,6357,22.32,Nrrr
37540,2026-06-17 06:21:08,93900,93900.0,west,21.59,11,0.535,12,6846,40.74,Nrrr
37539,2026-06-17 06:21:08,93900,93900.0,east,59.122,20,1.072,25,9780,87.34,Nrrr
37538,2026-06-17 06:21:08,93900,93900.0,south,89.297,20,1.096,15,7330,100.0,Nrrr
37537,2026-06-17 06:21:08,93900,93900.0,north,33.067,0,8.375,8,6357,12.97,Nrrr
37536,2026-06-17 06:21:08,93890,93890.0,west,13.056,7,0.367,12,6846,25.88,Nrrr
37535,2026-06-17 06:21:08,93890,93890.0,east,52.799,20,1.029,25,9780,84.21,Nrrr
37534,2026-06-17 06:21:08,93890,93890.0,south,90.609,20,0.813,15,7330,100.0,Nrrr
37533,2026-06-17 06:21:08,93890,93890.0,north,74.859,13,8.219,8,6348,70.22,Nrrr
37532,2026-06-17 06:21:08,93880,93880.0,west,4.54,3,0.214,12,6846,13.98,Wrrr
37531,2026-06-17 06:21:08,93880,93880.0,east,43.866,20,0.259,25,9780,80.76,Wrrr
37530,2026-06-17 06:21:08,93880,93880.0,south,90.53,20,0.647,15,7330,98.6,Wrrr
37529,2026-06-17 06:21:08,93880,93880.0,north,89.217,20,0.177,8,6344,100.0,Wrrr
37528,2026-06-17 06:21:08,93870,93870.0,west,0.739,0,9.558,12,6846,0.0,Wrrr
37527,2026-06-17 06:21:08,93870,93870.0,east,35.45,20,0.048,25,9780,75.13,Wrrr
37526,2026-06-17 06:21:08,93870,93870.0,south,89.206,20,0.992,15,7330,100.0,Wrrr
37525,2026-06-17 06:21:08,93870,93870.0,north,89.158,20,0.899,8,6344,99.06,Wrrr
37524,2026-06-17 06:21:08,93860,93860.0,west,2.528,0,10.325,12,6846,3.6,Wrrr
37523,2026-06-17 06:21:08,93860,93860.0,east,28.561,20,1.166,25,9780,70.03,Wrrr
37522,2026-06-17 06:21:08,93860,93860.0,south,82.125,20,0.009,15,7330,98.09,Wrrr
37521,2026-06-17 06:21:08,93860,93860.0,north,89.659,20,0.207,8,6344,100.0,Wrrr
37520,2026-06-17 06:21:08,93850,93850.0,west,42.871,3,12.762,12,6844,28.79,Wrrr
37519,2026-06-17 06:21:08,93850,93850.0,east,19.343,20,1.395,25,9780,67.93,Wrrr
37518,2026-06-17 06:21:08,93850,93850.0,south,75.265,20,0.295,15,7330,94.23,Wrrr
37517,2026-06-17 06:21:08,93850,93850.0,north,90.44,20,0.016,8,6344,100.0,Wrrr
37516,2026-06-17 06:21:08,93840,93840.0,west,81.936,17,10.468,12,6834,85.23,Wrrr
37515,2026-06-17 06:21:08,93840,93840.0,east,11.646,13,0.761,25,9780,44.07,Wrrr
37514,2026-06-17 06:21:08,93840,93840.0,south,66.484,20,0.261,15,7330,91.73,Wrrr
37513,2026-06-17 06:21:08,93840,93840.0,north,89.51,20,1.03,8,6344,100.0,Wrrr
37512,2026-06-17 06:21:08,93830,93830.0,west,90.903,20,1.442,12,6832,98.62,Errr
37511,2026-06-17 06:21:08,93830,93830.0,east,3.914,5,0.513,25,9780,18.72,Errr
37510,2026-06-17 06:21:08,93830,93830.0,south,57.959,20,1.297,15,7330,87.69,Errr
37509,2026-06-17 06:21:08,93830,93830.0,north,89.07,20,0.553,8,6344,98.24,Errr
37508,2026-06-17 06:21:08,93820,93820.0,west,89.455,20,0.154,12,6832,98.24,Errr
37507,2026-06-17 06:21:08,93820,93820.0,east,0.089,0,9.255,25,9780,0.0,Errr
37506,2026-06-17 06:21:08,93820,93820.0,south,50.141,20,1.355,15,7330,80.64,Errr
37505,2026-06-17 06:21:08,93820,93820.0,north,90.919,20,0.095,8,6344,97.42,Errr
37504,2026-06-17 06:21:08,93810,93810.0,west,89.122,20,0.798,12,6832,97.33,Errr
37503,2026-06-17 06:21:08,93810,93810.0,east,0.0,0,11.736,25,9780,1.2,Errr
37502,2026-06-17 06:21:08,93810,93810.0,south,42.596,20,0.733,15,7330,76.56,Errr
37501,2026-06-17 06:21:08,93810,93810.0,north,90.155,20,0.742,8,6344,100.0,Errr
37500,2026-06-17 06:21:08,93800,93800.0,west,90.599,20,0.653,12,6832,100.0,Errr
37499,2026-06-17 06:21:08,93800,93800.0,east,0.0,0,9.548,25,9780,2.47,Errr
37498,2026-06-17 06:21:08,93800,93800.0,south,35.214,20,0.178,15,7330,76.9,Errr
37497,2026-06-17 06:21:08,93800,93800.0,north,90.609,20,0.724,8,6344,99.91,Errr
37496,2026-06-17 06:21:08,93790,93790.0,west,86.5,20,0.157,12,6832,98.99,Errr
37495,2026-06-17 06:21:08,93790,93790.0,east,9.448,0,12.35,25,9780,3.19,Errr
37494,2026-06-17 06:21:08,93790,93790.0,south,25.82,17,0.377,15,7330,61.01,Errr
37493,2026-06-17 06:21:08,93790,93790.0,north,90.336,20,1.43,8,6344,100.0,Errr
37492,2026-06-17 06:21:08,93780,93780.0,west,78.974,20,0.543,12,6832,96.32,Errr
37491,2026-06-17 06:21:08,93780,93780.0,east,50.692,10,10.566,25,9770,52.9,Errr
37490,2026-06-17 06:21:08,93780,93780.0,south,17.527,12,0.863,15,7330,43.69,Errr
37489,2026-06-17 06:21:08,93780,93780.0,north,85.722,19,0.172,8,6344,92.89,Errr
37488,2026-06-17 06:21:08,93770,93770.0,west,71.369,20,0.203,12,6832,91.35,Srrr
37487,2026-06-17 06:21:08,93770,93770.0,east,90.082,20,0.066,25,9760,100.0,Srrr
37486,2026-06-17 06:21:08,93770,93770.0,south,10.98,7,1.065,15,7330,26.51,Srrr
37485,2026-06-17 06:21:08,93770,93770.0,north,76.258,16,1.458,8,6344,79.7,Srrr
37484,2026-06-17 06:21:08,93760,93760.0,west,62.141,20,1.465,12,6832,85.97,Srrr
37483,2026-06-17 06:21:08,93760,93760.0,east,90.241,20,0.005,25,9760,100.0,Srrr
37482,2026-06-17 06:21:08,93760,93760.0,south,2.425,2,1.169,15,7330,7.09,Srrr
37481,2026-06-17 06:21:08,93760,93760.0,north,69.222,13,0.221,8,6344,71.13,Srrr
37480,2026-06-17 06:21:08,93750,93750.0,west,53.68,20,0.401,12,6832,81.82,Srrr
37479,2026-06-17 06:21:08,93750,93750.0,east,89.362,20,0.962,25,9760,100.0,Srrr
37478,2026-06-17 06:21:08,93750,93750.0,south,0.032,0,12.978,15,7330,2.73,Srrr
37477,2026-06-17 06:21:08,93750,93750.0,north,60.303,11,0.581,8,6344,62.5,Srrr
37476,2026-06-17 06:21:08,93740,93740.0,west,45.483,20,0.872,12,6832,78.55,Srrr
37475,2026-06-17 06:21:08,93740,93740.0,east,85.984,20,0.112,25,9760,100.0,Srrr
37474,2026-06-17 06:21:08,93740,93740.0,south,17.305,0,12.607,15,7330,7.22,Srrr
37473,2026-06-17 06:21:08,93740,93740.0,north,53.714,8,0.767,8,6344,48.7,Srrr
37472,2026-06-17 06:21:08,93730,93730.0,west,38.991,19,0.194,12,6832,76.82,Srrr
37471,2026-06-17 06:21:08,93730,93730.0,east,77.901,20,0.36,25,9760,91.73,Srrr
37470,2026-06-17 06:21:08,93730,93730.0,south,57.788,9,8.169,15,7323,51.83,Srrr
37469,2026-06-17 06:21:08,93730,93730.0,north,44.752,5,0.113,8,6344,37.73,Srrr
37468,2026-06-17 06:21:08,93720,93720.0,west,30.05,16,0.968,12,6832,59.36,Nrrr
37467,2026-06-17 06:21:08,93720,93720.0,east,70.485,20,0.393,25,9760,89.24,Nrrr
37466,2026-06-17 06:21:08,93720,93720.0,south,89.715,20,0.112,15,7315,100.0,Nrrr
37465,2026-06-17 06:21:08,93720,93720.0,north,37.856,3,1.5,8,6344,27.16,Nrrr
37464,2026-06-17 06:21:08,93710,93710.0,west,21.981,12,1.028,12,6832,48.52,Nrrr
37463,2026-06-17 06:21:08,93710,93710.0,east,61.934,20,0.645,25,9760,87.62,Nrrr
37462,2026-06-17 06:21:08,93710,93710.0,south,89.669,20,1.149,15,7315,99.51,Nrrr
37461,2026-06-17 06:21:08,93710,93710.0,north,30.024,0,0.205,8,6344,10.56,Nrrr
37460,2026-06-17 06:21:08,93700,93700.0,west,13.711,8,1.045,12,6832,31.63,Nrrr
37459,2026-06-17 06:21:08,93700,93700.0,east,54.29,20,0.83,25,9760,84.35,Nrrr
37458,2026-06-17 06:21:08,93700,93700.0,south,89.168,20,0.091,15,7315,98.29,Nrrr
37457,2026-06-17 06:21:08,93700,93700.0,north,66.264,10,11.55,8,6337,56.46,Nrrr
37456,2026-06-17 06:21:08,93690,93690.0,west,5.8,3,1.476,12,6832,12.68,Wrrr
37455,2026-06-17 06:21:08,93690,93690.0,east,44.817,20,0.307,25,9760,81.64,Wrrr
37454,2026-06-17 06:21:08,93690,93690.0,south,89.703,20,0.56,15,7315,99.6,Wrrr
37453,2026-06-17 06:21:08,93690,93690.0,north,90.469,20,0.24,8,6331,98.08,Wrrr
37452,2026-06-17 06:21:08,93680,93680.0,west,0.0,0,12.385,12,6832,1.23,Wrrr
37451,2026-06-17 06:21:08,93680,93680.0,east,37.487,20,1.363,25,9760,77.61,Wrrr
37450,2026-06-17 06:21:08,93680,93680.0,south,90.899,20,0.748,15,7315,100.0,Wrrr
37449,2026-06-17 06:21:08,93680,93680.0,north,90.186,20,0.494,8,6331,99.44,Wrrr
37448,2026-06-17 06:21:08,93670,93670.0,west,0.111,0,11.163,12,6832,1.49,Wrrr
37447,2026-06-17 06:21:08,93670,93670.0,east,30.252,20,0.845,25,9760,73.82,Wrrr
37446,2026-06-17 06:21:08,93670,93670.0,south,84.016,20,1.153,15,7315,94.59,Wrrr
37445,2026-06-17 06:21:08,93670,93670.0,north,90.948,20,1.253,8,6331,100.0,Wrrr
37444,2026-06-17 06:21:08,93660,93660.0,west,33.058,0,9.023,12,6832,12.41,Wrrr
37443,2026-06-17 06:21:08,93660,93660.0,east,22.188,20,0.244,25,9760,69.43,Wrrr
37442,2026-06-17 06:21:08,93660,93660.0,south,76.779,20,1.175,15,7315,95.96,Wrrr
37441,2026-06-17 06:21:08,93660,93660.0,north,90.141,20,1.176,8,6331,100.0,Wrrr
37440,2026-06-17 06:21:08,93650,93650.0,west,74.443,14,8.616,12,6822,74.46,Wrrr
37439,2026-06-17 06:21:08,93650,93650.0,east,14.074,15,1.449,25,9760,51.99,Wrrr
37438,2026-06-17 06:21:08,93650,93650.0,south,68.056,20,1.39,15,7315,89.26,Wrrr
37437,2026-06-17 06:21:08,93650,93650.0,north,90.561,20,0.576,8,6331,99.75,Wrrr
37436,2026-06-17 06:21:08,93640,93640.0,west,89.69,20,1.229,12,6818,100.0,Errr
37435,2026-06-17 06:21:08,93640,93640.0,east,5.562,6,0.406,25,9760,22.84,Errr
37434,2026-06-17 06:21:08,93640,93640.0,south,60.367,20,0.56,15,7315,83.91,Errr
37433,2026-06-17 06:21:08,93640,93640.0,north,90.398,20,1.37,8,6331,98.54,Errr
37432,2026-06-17 06:21:08,93630,93630.0,west,89.113,20,0.577,12,6818,99.21,Errr
37431,2026-06-17 06:21:08,93630,93630.0,east,0.0,0,12.498,25,9760,0.0,Errr
37430,2026-06-17 06:21:08,93630,93630.0,south,52.516,20,0.414,15,7315,81.35,Errr
37429,2026-06-17 06:21:08,93630,93630.0,north,90.04,20,1.082,8,6331,99.54,Errr
37428,2026-06-17 06:21:08,93620,93620.0,west,90.288,20,1.438,12,6818,98.82,Errr
37427,2026-06-17 06:21:08,93620,93620.0,east,0.0,0,12.953,25,9760,2.96,Errr
37426,2026-06-17 06:21:08,93620,93620.0,south,44.547,20,1.446,15,7315,80.2,Errr
37425,2026-06-17 06:21:08,93620,93620.0,north,89.373,20,0.609,8,6331,97.66,Errr
37424,2026-06-17 06:21:08,93610,93610.0,west,90.81,20,0.414,12,6818,98.54,Errr
37423,2026-06-17 06:21:08,93610,93610.0,east,0.0,0,12.753,25,9760,0.0,Errr
37422,2026-06-17 06:21:08,93610,93610.0,south,35.671,20,0.185,15,7315,73.35,Errr
37421,2026-06-17 06:21:08,93610,93610.0,north,89.984,20,0.884,8,6331,100.0,Errr
37420,2026-06-17 06:21:08,93600,93600.0,west,88.988,20,0.445,12,6818,99.13,Errr
37419,2026-06-17 06:21:08,93600,93600.0,east,2.089,0,10.628,25,9760,0.0,Errr
37418,2026-06-17 06:21:08,93600,93600.0,south,28.627,18,1.082,15,7315,67.71,Errr
37417,2026-06-17 06:21:08,93600,93600.0,north,90.216,20,1.022,8,6331,100.0,Errr
37416,2026-06-17 06:21:08,93590,93590.0,west,80.117,20,0.58,12,6818,97.01,Errr
37415,2026-06-17 06:21:08,93590,93590.0,east,42.502,8,10.951,25,9752,45.19,Errr
37414,2026-06-17 06:21:08,93590,93590.0,south,19.295,13,1.478,15,7315,49.22,Errr
37413,2026-06-17 06:21:08,93590,93590.0,north,86.549,19,0.488,8,6331,93.89,Errr
37412,2026-06-17 06:21:08,93580,93580.0,west,71.092,20,0.657,12,6818,93.42,Errr
37411,2026-06-17 06:21:08,93580,93580.0,east,82.82,18,11.039,25,9742,93.36,Errr
37410,2026-06-17 06:21:08,93580,93580.0,south,12.37,8,0.028,15,7315,30.88,Errr
37409,2026-06-17 06:21:08,93580,93580.0,north,78.448,17,0.059,8,6331,88.86,Errr
37408,2026-06-17 06:21:08,93570,93570.0,west,64.222,20,0.752,12,6818,87.66,Srrr
37407,2026-06-17 06:21:08,93570,93570.0,east,90.634,20,0.018,25,9740,98.3,Srrr
37406,2026-06-17 06:21:08,93570,93570.0,south,4.137,3,0.312,15,7315,9.85,Srrr
37405,2026-06-17 06:21:08,93570,93570.0,north,70.497,14,0.817,8,6331,73.12,Srrr
37404,2026-06-17 06:21:08,93560,93560.0,west,56.91,20,0.336,12,6818,85.24,Srrr
37403,2026-06-17 06:21:08,93560,93560.0,east,90.823,20,0.174,25,9740,100.0,Srrr
37402,2026-06-17 06:21:08,93560,93560.0,south,0.0,0,8.141,15,7315,2.64,Srrr
37401,2026-06-17 06:21:08,93560,93560.0,north,61.981,11,0.429,8,6331,57.89,Srrr
37400,2026-06-17 06:21:08,93550,93550.0,west,47.78,20,0.349,12,6818,83.86,Srrr
37399,2026-06-17 06:21:08,93550,93550.0,east,87.519,20,0.254,25,9740,99.88,Srrr
37398,2026-06-17 06:21:08,93550,93550.0,south,10.375,0,10.75,15,7315,3.1,Srrr
37397,2026-06-17 06:21:08,93550,93550.0,north,55.249,9,1.352,8,6331,53.9,Srrr
37396,2026-06-17 06:21:08,93540,93540.0,west,40.533,20,0.33,12,6818,78.43,Srrr
37395,2026-06-17 06:21:08,93540,93540.0,east,79.079,20,0.199,25,9740,92.82,Srrr
37394,2026-06-17 06:21:08,93540,93540.0,south,50.654,6,10.56,15,7310,40.57,Srrr
37393,2026-06-17 06:21:08,93540,93540.0,north,47.523,6,1.389,8,6331,38.23,Srrr
37392,2026-06-17 06:21:08,93530,93530.0,west,31.552,16,1.444,12,6818,59.5,Nrrr
37391,2026-06-17 06:21:08,93530,93530.0,east,71.515,20,0.219,25,9740,89.21,Nrrr
37390,2026-06-17 06:21:08,93530,93530.0,south,89.449,20,1.245,15,7300,97.42,Nrrr
37389,2026-06-17 06:21:08,93530,93530.0,north,38.946,3,0.131,8,6331,24.71,Nrrr
37388,2026-06-17 06:21:08,93520,93520.0,west,24.68,12,1.166,12,6818,45.78,Nrrr
